VehModel,Area,exposure,actual_rate,glmm_rate_mean,ci90_low,ci90_high,ci90_width
Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p,Sul,104.82547945220024,627.0994451303721,728.7404959448519,542.0277607599945,1331.1843230490697,789.1565622890752
Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p,Triangulo mineiro,217.4,837.2033118675253,727.0059369582486,468.65543435440134,840.1468576109495,371.49142325654816
Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p,Vale do Paraiba e Ribeira,410.84,680.9560899620291,551.8060030772347,290.80154556577327,683.9404475199751,393.13890195420186
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Bahia,282.47,407.73179452685235,375.1393686791596,287.24801657558874,409.61531884511265,122.36730226952392
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Blumenau e demais regioes,224.05273972610013,1021.3354243279668,872.6955636083969,535.7419832633517,1024.5147989612644,488.77281569791273
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Brasilia,538.47,319.5126933719613,323.5144702196551,318.40860394436226,338.2567161456003,19.848112201238052
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Ceara,276.23465753350405,744.6784622782181,697.1593787468869,563.046715849326,747.0459769566129,183.99926110728688
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Demais regioes,490.48,547.8408905561898,554.4940697092744,546.2356062289143,579.376080897127,33.14047466821273
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Espirito Santo,203.58,758.2571961882306,796.2653978462407,754.3599435047928,931.280866141747,176.92092263695417
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Goias,216.58,505.5868501246652,569.4352846814093,503.30502177076255,826.6100587162402,323.3050369454777
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Grande Campinas,498.09999999999997,787.9923710098375,687.5027867076702,467.4767323095841,789.5722549506405,322.0955226410564
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Interior,143.46,1027.2619545517914,693.6375103168384,258.8566329832873,1030.5828436782565,771.7262106949693
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Mato Grosso do Sul,121.22,865.8472199307046,716.6696305151066,571.9872138655562,869.3933633318069,297.40614946625067
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Met. Curitiba,370.22,553.0171249527308,526.5859219782374,428.5092345493738,578.5599995882964,150.05076503892258
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Met. Florianopolis e Sul,164.56,479.6487603305785,519.0810636646273,457.71679375581067,608.4938310379455,150.7770372821348
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Met. Porto Alegre e Caxias do Sul,454.98,806.6134775154951,719.2988152827478,480.27382858381895,844.2178873862506,363.94405880243164
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Met. de Sao Paulo,3826.1654794522,619.0733288250586,585.4091385301954,487.11134145290544,619.6694449064018,132.55810345349641
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Met. do Rio de Janeiro,1113.8836986300348,691.1798789648259,653.1402646203962,541.9241712150543,692.3451176683769,150.42094645332259
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,601.08,640.4605044253676,575.9899349707006,412.06652949573856,641.9726564868437,229.9061269911051
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Para,113.58,1246.6103187180843,756.7021538196784,166.6006798263262,1251.4308176527431,1084.8301378264168
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Pernambuco,325.9564383556694,1254.8732034974564,864.9787999928657,278.7676930446039,1257.8660623582903,979.0983693136864
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Ribeirao Preto e Demais Mun. de Campinas,1526.29,636.4216498830498,558.883027352423,372.81701241871167,637.3755476147808,264.5585351960691
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Triangulo mineiro,201.05,609.1121611539418,583.2057166165396,412.47443258474874,728.6870931982387,316.21266061348996
Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p,Vale do Paraiba e Ribeira,338.18,529.02891951032,454.89428862301736,255.8613234705661,590.0549076491575,334.1935841785914
Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p,Met. de Sao Paulo,482.15999999999997,718.6058569769372,772.6723055366399,716.8362472646271,969.4831471709849,252.64689990635782
Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p,Met. do Rio de Janeiro,198.12,500.2220876236624,604.8741715043021,497.82973383246,1079.7875226258063,581.9577887933463
Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p,Ribeirao Preto e Demais Mun. de Campinas,163.89,960.2477271340534,897.8239545194274,723.094312830103,963.6478360171637,240.5535231870607
Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p,Met. de Sao Paulo,323.99,978.9252754714652,984.7375698352322,970.0577354415203,1019.3071910609463,49.24945561942593
Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p,Met. do Rio de Janeiro,150.65,861.6528377032857,925.1534443638311,858.5836997462684,1135.2801223336965,276.69642258742806
Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p,Ribeirao Preto e Demais Mun. de Campinas,150.05,1538.7537487504164,1294.880214524677,760.2788425232709,1543.3766228691238,783.0977803458529
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Alagoas,241.62,719.5472229120106,807.0935383208712,717.3223617807777,1118.4023281940413,401.0799664132636
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Amazonas,335.1182191778347,1481.8293115137358,1695.5107735289275,1478.7448387407067,2541.1612537807105,1062.4164150400038
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Bahia,1162.21,842.511250118309,807.0250015181338,706.1594122615908,843.8095238381711,137.65011157658034
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Blumenau e demais regioes,787.1654794522002,1046.9361544836943,1109.725279669031,1045.1799222274608,1321.9824204453698,276.80249821790903
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Brasilia,1624.81,703.549338076452,729.901079861046,702.5722312791587,815.374577798787,112.80234651962826
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Ceara,708.59,1473.694237852637,1452.0865102525102,1388.4827667936754,1475.8480349836,87.36526818992456
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Demais regioes,1581.5709589044004,1273.373153864122,1302.9392189784548,1272.0669160781406,1396.0296295570386,123.96271347889797
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Espirito Santo,714.42,1287.4625570392766,1479.3889766581085,1285.4813164800112,2245.3491562103322,959.8678397303211
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,F.Iguatu-Medianeira-Cascavel-Toledo,277.91,2059.8323198157677,1674.8489168635926,899.8960936483543,2063.9895328870407,1164.0934392386864
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Goias,959.4300000000001,2022.7291204152464,2010.454261416043,1958.9662271746715,2024.9787036805528,66.0124765058813
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Grande Campinas,1548.1,1249.7009237129384,1225.1360889485486,1153.1018557784319,1251.0328684923488,97.93101271391697
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Interior,530.0727397261002,1463.0369416860137,1183.498572959598,632.7960162372796,1465.1901941631272,832.3941779258477
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Litoral Norte e Baixada Santista,190.6427397261001,1686.3899483499977,1559.9256283987,1293.3666858184727,1690.2445421748166,396.87785635634395
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Maranhao,211.84273972610012,686.419559093742,866.7243058939149,684.024074151908,1713.8187455516631,1029.794671399755
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Mato Grosso,393.99,842.9097185207746,807.2679822492229,708.5196033669057,845.1937986738641,136.67419530695838
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Mato Grosso do Sul,503.0936986300349,620.2065357798384,771.7635949512833,618.5552160687892,1487.236235249704,868.6810191809147
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Met. Curitiba,1264.9654794522003,1138.099832276412,1117.4424505615154,1056.9528746457852,1139.3751579435357,82.42228329775048
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Met. Florianopolis e Sul,652.79,685.7595857779685,829.1173065260513,684.2419217605158,1465.699669706473,781.4577479459573
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Met. Porto Alegre e Caxias do Sul,1214.1000000000001,809.5058067704472,890.4160592316357,808.2572023388461,1186.93729830087,378.68009596202387
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Met. de Sao Paulo,10292.5754794522,1194.009023740876,1195.9206429271342,1193.49938140719,1201.981408733049,8.482027325859008
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Met. do Rio de Janeiro,3081.0127397261003,1286.8048057316555,1299.3975816236486,1285.8414693152172,1338.2429069267557,52.40143761153854
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,2260.28,1034.765604261419,1030.2843782678242,1016.3928222060924,1035.8152088487545,19.422386642662104
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Oeste,194.17000000000002,1660.1431735077508,1168.6059696679338,407.41098936282873,1664.4386623450869,1257.027672982258
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Para,501.36,874.2460507419818,735.8421522312542,410.7898716473829,934.9397516218506,524.1498799744677
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Paraiba,269.44,1151.0725950118765,1357.8305367057987,1147.8962242407451,2229.7690555103686,1081.8728312696235
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Pernambuco,1055.85,1123.6558223232469,993.8802068498235,687.3419345627441,1125.2072245381883,437.86528997544417
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Piaui,161.2,1170.179900744417,1155.9037731812887,1093.6196194156464,1193.7910986016736,100.17147918602723
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Ribeirao Preto e Demais Mun. de Campinas,4438.92,1135.5286871581375,1076.9949419162947,918.2382021376363,1136.3106500397525,218.0724479021162
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Rio Grande do Norte,301.63,738.4543977721049,649.0570246687583,440.4196072327101,740.8927830158633,300.4731757831532
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Sergipe,245.76,1528.1819661458335,1469.4769359880097,1318.3325604458,1531.372973799687,213.04041335388706
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Sul,328.85273972610014,756.1621661024102,1050.525465261819,753.9877987867317,2817.229189094398,2063.2413903076663
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Triangulo mineiro,710.8,1836.4969048958922,1584.2549922981827,1016.8979930152716,1838.8999815607795,822.0019885455079
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Vale do Aco-Norte-Vale Jequitinhonha,193.64,946.1836397438547,913.2945711150296,874.7944598228617,948.8839507799764,74.08949095711478
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p,Vale do Paraiba e Ribeira,990.0327397261001,1106.1452374827252,963.7252300004819,630.6691058546268,1118.0171772978636,487.3480714432368
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Alagoas,225.81,735.4590142154909,849.4966602651537,732.6846640022704,1309.939089385852,577.2544253835815
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Amazonas,221.57821917783468,1554.0155583777942,1800.416945645472,1460.5347616325655,2976.3736652704915,1515.838903637926
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Bahia,1153.0154794522002,1510.054314992551,1300.512827913584,827.228436438436,1511.8591412247772,684.6307047863412
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Blumenau e demais regioes,801.0982191778347,1036.7243118482509,1146.050180717658,1034.9836068167397,1548.4760619619615,513.4924551452218
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Brasilia,1463.06,1082.184599401255,1048.772041967719,953.9027103733724,1083.501659931376,129.5989495580036
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Ceara,564.8082191778346,1601.8162790140657,1608.1034090156522,1599.281781374862,1627.8964853582545,28.614703983392474
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Demais regioes,1755.9482191778347,1613.7212755207245,1618.9782524906987,1612.3019132974612,1635.2244158204103,22.922502522949117
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Espirito Santo,625.6,1827.7014066496163,2001.5408287499843,1825.1211751517171,2629.901462269283,804.7802871175659
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,F.Iguatu-Medianeira-Cascavel-Toledo,250.5727397261001,2803.740745174213,2195.7841961521203,1054.1574865147638,2808.9613628723823,1754.8038763576185
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Goias,851.8627397261001,1626.6153399848545,1762.7565551843782,1576.233159816505,2332.8420870914815,756.6089272749766
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Grande Campinas,1266.92,1940.205379976636,1772.7088405904233,1350.6605082322899,1942.061123337418,591.400615105128
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Interior,890.7254794522003,2046.3117335780819,1592.2126304876567,741.2711752612,2048.5580599386126,1307.2868846774127
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Litoral Norte e Baixada Santista,165.02,1798.9152829960003,1741.3954980282833,1515.0726866874195,1879.225018296739,364.1523316093196
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Maranhao,180.39000000000001,1042.4358334719218,1227.7915144179153,1038.7212525609798,2007.3449522072785,968.6236996462987
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Mato Grosso,312.5182191778347,1421.6099181954844,1242.8638211756697,829.9761047994715,1424.9061115352017,594.9300067357302
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Mato Grosso do Sul,491.20095890440047,1150.6817927649947,1300.4835516798157,1148.7006195555016,1742.0399152989603,593.3392957434587
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Met. Curitiba,1224.08,1456.2855368930136,1398.993403756749,1238.0361030852257,1457.90382823845,219.86772515322423
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Met. Florianopolis e Sul,547.66,1258.3847642698024,1377.2276778264313,1256.339660472996,1716.919907153548,460.5802466805519
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Met. Porto Alegre e Caxias do Sul,1276.9427397261002,1272.221493932031,1300.2541866809786,1270.7521967153898,1390.2434441565997,119.49124744120991
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Met. de Sao Paulo,5871.4,1411.2773784787275,1410.3292120622048,1407.199523222771,1411.9811979427093,4.781674719938337
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Met. do Rio de Janeiro,2934.91,1700.7553894327255,1666.3389383777512,1565.8786302815884,1701.9225987658708,136.04396848428246
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,2211.848219177835,1290.3498419348507,1260.8423133044514,1190.5339728765896,1291.3542024810163,100.82022960442669
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Oeste,279.07,724.3487297093919,652.7399023154653,477.2488331889973,726.9678296938637,249.71899650486637
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Para,461.64,1054.306385928429,866.7007142168794,481.209378400729,1056.5981907928854,575.3888123921563
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Paraiba,360.28547945220026,869.36337394512,1144.4051765582833,866.9792964744285,2611.631758238651,1744.6524617642226
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Pernambuco,862.22,947.2559207626823,909.6665017719399,805.1710500833381,948.8115271183477,143.64047703500967
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Piaui,186.17000000000002,1227.152602460117,1256.5445050290405,1223.905800163138,1294.173860589431,70.26806042629278
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Ribeirao Preto e Demais Mun. de Campinas,4026.31,933.3128845021869,967.1647999317241,932.5780737154778,1077.567942991999,144.98986927652118
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Rio Grande do Norte,317.50821917830035,1358.6010501282833,1053.5081134395216,515.9159844817899,1361.456718935372,845.5407344535821
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Sergipe,261.40000000000003,1089.6403978576893,1189.087091567459,1086.703142991463,1545.750970586887,459.047827595424
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Sul,416.82,1747.8551892903413,2048.763375875057,1744.8491766030443,3299.927577737326,1555.0784011342816
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Tocantins,104.50999999999999,751.1051574012057,1032.8020103298095,747.0481830389092,2686.632369010589,1939.58418597168
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Triangulo mineiro,701.98,602.9715946323257,714.9001005254472,601.5974757134438,1192.5898733300191,590.9923976165753
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Vale do Aco-Norte-Vale Jequitinhonha,274.92547945220025,1016.1917351446275,1034.0063449107693,1013.7947634257123,1066.8894052854112,53.09464185969887
Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p,Vale do Paraiba e Ribeira,860.4782191778347,1084.1390045774099,985.1381898705348,738.7625675154056,1085.8556001503973,347.0930326349917
Honda - Civic Sedan Si 2.0 16v  192cv 4p,Met. de Sao Paulo,251.87547945220024,593.5115253184846,464.9141353859171,219.77268400071634,595.9160375245475,376.14335352383114
Honda - Civic Sedan Si 2.0 16v  192cv 4p,Ribeirao Preto e Demais Mun. de Campinas,100.33547945220023,1849.116593780641,1019.2975918907616,168.20024398702384,1855.3011923361396,1687.1009483491157
Honda - Cr-v 2.0 16v Aut.,Met. de Sao Paulo,475.43,703.5630902551375,556.4966009166317,270.9433602311025,705.4321024013907,434.4887421702882
Honda - Cr-v 2.0 16v Aut.,Met. do Rio de Janeiro,179.15273972610012,1221.2484181626237,862.7106795833924,301.4133939218182,1225.315001790723,923.9016078689049
Honda - Cr-v 2.0 16v Aut.,Ribeirao Preto e Demais Mun. de Campinas,104.26,574.2854402455399,449.9114354136612,207.36250421918862,608.0996506903622,400.73714647117356
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Bahia,151.6,757.7704485488127,737.391281395653,667.4903829910417,813.4553520496017,145.9649690585601
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Blumenau e demais regioes,123.66273972610011,1318.052635426115,1158.03893634039,871.0798883763721,1322.3725863234404,451.2926979470683
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Brasilia,128.71,358.41814932794654,490.7936865593468,356.36991708286297,772.3507980178019,415.98088093493897
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Demais regioes,163.06643835613505,108.9801198772022,200.98448439376256,107.99475970083992,1323.3968607548447,1215.4021010540048
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Grande Campinas,188.23,800.2709451203316,870.6463568566877,796.8208256590527,1093.5162135654411,296.6953879063884
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Interior,103.11547945220023,778.1857818660204,720.5571697415073,598.0888269775621,782.2615897750087,184.17276279744658
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Met. Curitiba,224.65,517.2178945025595,601.516735539415,515.0307075459275,1002.4215505626626,487.39084301673506
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Met. Porto Alegre e Caxias do Sul,224.17000000000002,1510.2199223803364,1381.786274148651,1118.216845261281,1514.1113707612233,395.89452549994235
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Met. de Sao Paulo,1284.28,1175.7124614570032,1148.4719349322097,1135.7484103679917,1176.9264346884656,41.178024320473924
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Met. do Rio de Janeiro,427.7882191778347,1481.408256678883,1403.9698188953662,1264.9692025182958,1484.300591067298,219.3313885490022
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,306.4909589044005,1385.9527912942333,1247.0192743577438,960.8539446958396,1389.1574078616018,428.3034631657622
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Ribeirao Preto e Demais Mun. de Campinas,400.38547945220023,889.5302609057762,871.7723219596143,867.8056547557042,891.7053330742893,23.899678318585188
Honda - Cr-v Exl 2.0 16v 4wd Aut.,Vale do Paraiba e Ribeira,126.33,736.5075595662155,695.0439397410055,596.1400417057326,763.710355991161,167.57031428542837
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Bahia,309.55,1197.1636246163787,1020.7620708031715,622.4968535170996,1200.1751657879436,577.678312270844
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Blumenau e demais regioes,118.76,952.1050858875042,989.85536964139,883.5688595856318,1190.7194425256355,307.1505829400037
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Brasilia,214.8,722.4906890130353,697.61094429879,621.1015752330968,734.1488821972149,113.04730696411809
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Demais regioes,169.89643835566937,565.4444609303034,740.1857455975315,563.330100430572,1257.4724972456395,694.1423968150675
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Goias,128.39,1179.5856375107096,1285.44305785074,1121.910651981604,1794.0658035601436,672.1551515785397
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Grande Campinas,254.57369863003493,807.6168162948758,876.5910354314409,805.382781916089,1040.3436474498205,234.96086553373152
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Mato Grosso do Sul,106.92999999999999,477.58346581876,616.6955098485264,474.6494359240569,1339.56057075885,864.9111348347931
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Met. Curitiba,210.84,193.75355719977233,288.17323367398325,192.4568787989882,953.8491178779195,761.3922390789313
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Met. Porto Alegre e Caxias do Sul,208.35,852.4310055195584,915.1658506596488,849.7973375259203,1065.7135973207755,215.91625979485525
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Met. de Sao Paulo,1968.53,1140.305710352395,1122.9217343277467,1054.8384750091236,1141.7838312099593,86.9453562008357
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Met. do Rio de Janeiro,544.18,1012.7035172185675,1065.3738310363924,1011.0686631131654,1205.7506810341804,194.68201792101502
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,345.56,1462.7040166685958,1298.0884159726538,892.2643979347424,1465.7332421167152,573.4688441819728
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Pernambuco,185.80547945220025,295.64790103045317,355.02689261896876,293.9263523074853,619.2320897871764,325.3057374796911
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Ribeirao Preto e Demais Mun. de Campinas,595.6582191778347,787.5674084502865,774.0539465588852,705.3025495230105,827.1484958975137,121.84594637450323
Honda - Cr-v Lx 2.0 16v 2wd Aut.,Vale do Paraiba e Ribeira,153.44,259.7301876955162,315.4034599841032,257.91445367844705,568.162306263106,310.2478525846589
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Bahia,311.58,732.8390782463573,665.1589510212642,454.89800278210026,786.4681961333664,331.57019335126614
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Blumenau e demais regioes,273.42,396.94974764099186,481.9418562266839,395.2603501080857,870.1070704160279,474.84672030794223
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Brasilia,535.9627397261002,664.4342481381979,628.3240381461967,522.4213125206257,666.0347138683013,143.61340134767556
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Ceara,130.56547945220024,250.47202474351195,345.67186609917803,248.64067886582902,914.0977115672373,665.4570327014083
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Demais regioes,358.19,650.202406544013,712.548719981966,648.4805160750452,918.8865442797671,270.4060282047219
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Espirito Santo,215.72,789.231411088448,921.018985533709,786.506502189726,1477.0048921874134,690.4983899976874
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Goias,177.36,921.6339648173206,982.0197749032707,849.1984300551887,1310.997221260357,461.7987912051683
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Grande Campinas,663.67,663.7666310063737,684.9836712370726,662.2615062101303,760.2218979357787,97.96039172564838
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Interior,151.64547945220022,828.1882219877659,696.564282788172,409.9210324401603,830.625403970533,420.70437153037267
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Mato Grosso do Sul,113.15,1010.6319045514803,999.6212492921977,953.8152044356146,1016.7432760595674,62.92807162395275
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Met. Curitiba,483.33,536.0188690956489,571.0758939661399,534.4600728482051,697.0164412979104,162.55636844970536
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Met. Florianopolis e Sul,244.76000000000002,724.8856022225854,775.2626035437232,717.9457765974392,965.0669000437857,247.12112344634647
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Met. Porto Alegre e Caxias do Sul,604.1082191778347,1246.8991086152696,1106.2969660249958,760.354321842572,1249.075277143371,488.7209553007991
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Met. de Sao Paulo,5893.55,737.6594751889778,748.882956807016,737.135291241658,791.0841257462953,53.94883450463726
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Met. do Rio de Janeiro,1433.28,665.0026512614423,711.702520354817,663.9820733635427,881.0914713277054,217.10939796416278
Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,670.8354794522003,834.6502490554334,788.0071454350256,652.051236911096,836.2983532876798,184.2471163765838
